Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/products/search?search_string=Castle&count=100,1,0,16602.96169999856,16602.96169999856,16602.96169999856,16602.96169999856,23330.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,"/products/search?search_string=Cave,&count=100",1,0,15717.628099999274,15717.628099999274,15717.628099999274,15717.628099999274,947.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=Celebrate&count=100,1,0,14592.63479999936,14592.63479999936,14592.63479999936,14592.63479999936,2467.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Center&count=100,1,0,10625.133400000777,10625.133400000777,10625.133400000777,10625.133400000777,56515.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/products/search?search_string=Character&count=100,1,0,16116.678599999432,16116.678599999432,16116.678599999432,16116.678599999432,52212.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=Chassis&count=100,1,0,19010.62979999915,19010.62979999915,19010.62979999915,19010.62979999915,5334.0,0.00654915718479559,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/products/search?search_string=Child's&count=100,1,0,6119.877199998882,6119.877199998882,6119.877199998882,6119.877199998882,129919.0,0.00654915718479559,0.0,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100
GET,/products/search?search_string=Children&count=100,1,0,16019.870700001775,16019.870700001775,16019.870700001775,16019.870700001775,127682.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=Christian&count=100,1,1,24948.164700002962,24948.164700002962,24948.164700002962,24948.164700002962,21.0,0.00654915718479559,0.00654915718479559,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,/products/search?search_string=Circles&count=100,1,0,21963.11930000229,21963.11930000229,21963.11930000229,21963.11930000229,9217.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Class&count=100,1,0,10167.824399999517,10167.824399999517,10167.824399999517,10167.824399999517,123898.0,0.00654915718479559,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/products/search?search_string=Classic%22&count=100,1,0,13714.46940000169,13714.46940000169,13714.46940000169,13714.46940000169,1193.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Classic&count=100,1,0,14467.594499998086,14467.594499998086,14467.594499998086,14467.594499998086,118414.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Clean&count=100,1,0,68467.71989999979,68467.71989999979,68467.71989999979,68467.71989999979,46165.0,0.00654915718479559,0.0,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000
GET,/products/search?search_string=Click&count=100,1,0,21249.620499998855,21249.620499998855,21249.620499998855,21249.620499998855,60547.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=Co&count=100,1,0,21955.857000000833,21955.857000000833,21955.857000000833,21955.857000000833,119950.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Coast&count=100,1,0,10311.643000000913,10311.643000000913,10311.643000000913,10311.643000000913,19586.0,0.00654915718479559,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/products/search?search_string=Coastal&count=100,1,1,19097.33849999975,19097.33849999975,19097.33849999975,19097.33849999975,21.0,0.00654915718479559,0.00654915718479559,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/products/search?search_string=Coffee&count=100,1,1,21053.730200001155,21053.730200001155,21053.730200001155,21053.730200001155,21.0,0.00654915718479559,0.00654915718479559,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=Collapsible&count=100,1,0,15117.869800000335,15117.869800000335,15117.869800000335,15117.869800000335,13496.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Collectible&count=100,1,0,20398.345400000835,20398.345400000835,20398.345400000835,20398.345400000835,117657.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/products/search?search_string=Collection%22&count=100,1,0,15740.583000002516,15740.583000002516,15740.583000002516,15740.583000002516,15852.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=Collection&count=100,1,1,87037.3165000019,87037.3165000019,87037.3165000019,87037.3165000019,21.0,0.00654915718479559,0.00654915718479559,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Color&count=100,2,1,8831.280500002322,22120.121100000688,8831.280500002322,35408.961699999054,58086.5,0.01309831436959118,0.00654915718479559,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
GET,/products/search?search_string=Coloring&count=100,1,1,68397.60489999753,68397.60489999753,68397.60489999753,68397.60489999753,21.0,0.00654915718479559,0.00654915718479559,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000
GET,/products/search?search_string=Comic&count=100,1,0,10457.828799997515,10457.828799997515,10457.828799997515,10457.828799997515,95055.0,0.00654915718479559,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/products/search?search_string=Comics:&count=100,1,0,87449.01910000044,87449.01910000044,87449.01910000044,87449.01910000044,1287.0,0.00654915718479559,0.0,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Commando&count=100,1,0,47656.33010000238,47656.33010000238,47656.33010000238,47656.33010000238,2487.0,0.00654915718479559,0.0,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000
GET,/products/search?search_string=Compass&count=100,1,0,11331.671299998561,11331.671299998561,11331.671299998561,11331.671299998561,4364.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/products/search?search_string=Compatible&count=100,1,0,20952.573000002303,20952.573000002303,20952.573000002303,20952.573000002303,162683.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=Confetti&count=100,2,2,18377.72479999694,21202.55389999693,18377.72479999694,24027.382999996917,21.0,0.01309831436959118,0.01309831436959118,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,/products/search?search_string=Construction&count=100,2,1,8730.667300002096,12966.271550001693,8730.667300002096,17201.87580000129,71902.5,0.01309831436959118,0.00654915718479559,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=CoreFlex&count=100,1,0,87442.62949999757,87442.62949999757,87442.62949999757,87442.62949999757,1844.0,0.00654915718479559,0.0,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Costume&count=100,5,2,21000.0,22525.139820000186,13472.382100000686,41271.51700000104,62342.4,0.03274578592397795,0.01309831436959118,21000,23000,23000,41000,41000,41000,41000,41000,41000,41000,41000
GET,"/products/search?search_string=Costume,&count=100",6,1,25000.0,39397.60266666659,8653.480000000854,86745.53639999795,98060.16666666667,0.03929494310877354,0.00654915718479559,36000,36000,68000,68000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Costumme&count=100,1,0,84335.490999998,84335.490999998,84335.490999998,84335.490999998,907.0,0.00654915718479559,0.0,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000
GET,/products/search?search_string=Count&count=100,2,1,39000.0,41853.34149999835,38673.06739999913,45033.615599997574,57705.5,0.01309831436959118,0.00654915718479559,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
GET,/products/search?search_string=Counting&count=100,1,0,8056.069299997034,8056.069299997034,8056.069299997034,8056.069299997034,18885.0,0.00654915718479559,0.0,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100
GET,/products/search?search_string=Cover&count=100,1,0,17239.512500000274,17239.512500000274,17239.512500000274,17239.512500000274,151412.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Crayola&count=100,1,1,38495.81430000035,38495.81430000035,38495.81430000035,38495.81430000035,21.0,0.00654915718479559,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Crinoline&count=100,1,0,17085.40460000222,17085.40460000222,17085.40460000222,17085.40460000222,1594.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Critters&count=100,1,1,17875.914599997486,17875.914599997486,17875.914599997486,17875.914599997486,21.0,0.00654915718479559,0.00654915718479559,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000
GET,/products/search?search_string=Crocodile&count=100,1,1,46967.047100002674,46967.047100002674,46967.047100002674,46967.047100002674,21.0,0.00654915718479559,0.00654915718479559,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000
GET,"/products/search?search_string=Cruiser,&count=100",1,0,83010.24880000114,83010.24880000114,83010.24880000114,83010.24880000114,1084.0,0.00654915718479559,0.0,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000
GET,/products/search?search_string=Cuddle&count=100,1,0,13813.370199997735,13813.370199997735,13813.370199997735,13813.370199997735,45679.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Cupcake&count=100,1,0,8905.602899998485,8905.602899998485,8905.602899998485,8905.602899998485,13608.0,0.00654915718479559,0.0,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900
GET,/products/search?search_string=DC&count=100,1,0,12201.310399999784,12201.310399999784,12201.310399999784,12201.310399999784,106659.0,0.00654915718479559,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/products/search?search_string=DIY&count=100,2,0,13000.0,40696.91429999875,12929.34029999742,68464.48830000008,57285.0,0.01309831436959118,0.0,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000
GET,/products/search?search_string=DJI&count=100,2,0,6122.459300000628,11131.75500000034,6122.459300000628,16141.05070000005,161316.0,0.01309831436959118,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=DUPLO&count=100,1,1,85376.02659999902,85376.02659999902,85376.02659999902,85376.02659999902,21.0,0.00654915718479559,0.00654915718479559,85000,85000,85000,85000,85000,85000,85000,85000,85000,85000,85000
GET,/products/search?search_string=Dacasso&count=100,1,0,22506.79489999675,22506.79489999675,22506.79489999675,22506.79489999675,1022.0,0.00654915718479559,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,/products/search?search_string=Daron&count=100,1,0,40378.13819999792,40378.13819999792,40378.13819999792,40378.13819999792,28286.0,0.00654915718479559,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,/products/search?search_string=Darts&count=100,1,1,2734.579500000109,2734.579500000109,2734.579500000109,2734.579500000109,21.0,0.00654915718479559,0.00654915718479559,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/products/search?search_string=Day&count=100,1,0,14958.386899998004,14958.386899998004,14958.386899998004,14958.386899998004,119658.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Decal&count=100,4,0,14000.0,34462.5774999995,13387.82259999789,87534.28369999892,161119.0,0.02619662873918236,0.0,23000,23000,88000,88000,88000,88000,88000,88000,88000,88000,88000
GET,/products/search?search_string=Deformed&count=100,1,0,37916.712400001416,37916.712400001416,37916.712400001416,37916.712400001416,1192.0,0.00654915718479559,0.0,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Deluxe&count=100,4,0,16000.0,16336.896900000283,14311.202799999592,18209.915200000978,113479.0,0.02619662873918236,0.0,17000,17000,18000,18000,18000,18000,18000,18000,18000,18000,18000
GET,/products/search?search_string=Desserts&count=100,1,0,20520.582399996783,20520.582399996783,20520.582399996783,20520.582399996783,2324.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=Dice&count=100,1,0,15322.03010000012,15322.03010000012,15322.03010000012,15322.03010000012,59765.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Diecast&count=100,1,0,14703.935400000773,14703.935400000773,14703.935400000773,14703.935400000773,27798.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Different&count=100,1,0,7762.450499998522,7762.450499998522,7762.450499998522,7762.450499998522,14812.0,0.00654915718479559,0.0,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
GET,/products/search?search_string=Differential&count=100,1,0,13608.357399996748,13608.357399996748,13608.357399996748,13608.357399996748,3151.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Dimensions&count=100,1,0,9813.752100002603,9813.752100002603,9813.752100002603,9813.752100002603,7270.0,0.00654915718479559,0.0,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800
GET,/products/search?search_string=Disney&count=100,4,1,9300.0,9010.644525000316,2726.629700002377,14760.831899999175,88953.0,0.02619662873918236,0.00654915718479559,9300,9300,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Doily&count=100,1,0,10176.170899998397,10176.170899998397,10176.170899998397,10176.170899998397,1694.0,0.00654915718479559,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/products/search?search_string=Doll&count=100,3,0,22000.0,22179.941566667065,3585.624300001655,40849.924199999805,135279.0,0.01964747155438677,0.0,22000,22000,41000,41000,41000,41000,41000,41000,41000,41000,41000
GET,/products/search?search_string=Dolly&count=100,1,0,38663.62200000003,38663.62200000003,38663.62200000003,38663.62200000003,1441.0,0.00654915718479559,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
GET,/products/search?search_string=Domineering&count=100,1,1,19114.510499999597,19114.510499999597,19114.510499999597,19114.510499999597,21.0,0.00654915718479559,0.00654915718479559,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/products/search?search_string=Donuts&count=100,1,0,30326.922100000957,30326.922100000957,30326.922100000957,30326.922100000957,2402.0,0.00654915718479559,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,/products/search?search_string=Dots&count=100,1,1,37800.99920000066,37800.99920000066,37800.99920000066,37800.99920000066,21.0,0.00654915718479559,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Doug&count=100,2,0,15000.0,17692.997449999893,14948.330199997145,20437.664700002642,170463.0,0.01309831436959118,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/products/search?search_string=Dragon&count=100,1,0,71372.85930000144,71372.85930000144,71372.85930000144,71372.85930000144,104102.0,0.00654915718479559,0.0,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000
GET,"/products/search?search_string=Dragons,&count=100",1,0,16122.426399997494,16122.426399997494,16122.426399997494,16122.426399997494,10543.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=Dream&count=100,1,0,22108.287500002916,22108.287500002916,22108.287500002916,22108.287500002916,94018.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Dress&count=100,2,0,15107.153299999482,15385.931650000202,15107.153299999482,15664.710000000923,113065.0,0.01309831436959118,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=Dresser&count=100,1,0,23205.824600001506,23205.824600001506,23205.824600001506,23205.824600001506,1687.0,0.00654915718479559,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,/products/search?search_string=Drone&count=100,1,1,38496.85390000013,38496.85390000013,38496.85390000013,38496.85390000013,21.0,0.00654915718479559,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Dry&count=100,1,0,40639.01629999964,40639.01629999964,40639.01629999964,40639.01629999964,39979.0,0.00654915718479559,0.0,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000
GET,/products/search?search_string=Durable&count=100,1,0,21585.686400001578,21585.686400001578,21585.686400001578,21585.686400001578,191952.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,"/products/search?search_string=Durable,&count=100",2,1,23202.314599999227,53780.92379999907,23202.314599999227,84359.53299999892,97761.5,0.01309831436959118,0.00654915718479559,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000
GET,/products/search?search_string=Duration&count=100,1,1,23912.38710000107,23912.38710000107,23912.38710000107,23912.38710000107,21.0,0.00654915718479559,0.00654915718479559,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,/products/search?search_string=Dylusions&count=100,1,0,50872.845199999574,50872.845199999574,50872.845199999574,50872.845199999574,796.0,0.00654915718479559,0.0,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000
GET,/products/search?search_string=E-flite&count=100,1,0,5773.651200001041,5773.651200001041,5773.651200001041,5773.651200001041,12969.0,0.00654915718479559,0.0,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
GET,/products/search?search_string=EAA-082&count=100,1,0,14701.794900000095,14701.794900000095,14701.794900000095,14701.794900000095,1125.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Edition&count=100,1,1,35741.58189999798,35741.58189999798,35741.58189999798,35741.58189999798,21.0,0.00654915718479559,0.00654915718479559,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
GET,/products/search?search_string=Educational&count=100,3,2,28000.0,37365.66360000021,16801.070299999992,67414.3819000019,46629.666666666664,0.01964747155438677,0.01309831436959118,28000,28000,67000,67000,67000,67000,67000,67000,67000,67000,67000
GET,/products/search?search_string=Electronic&count=100,1,0,20593.352399999276,20593.352399999276,20593.352399999276,20593.352399999276,39528.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=Elias&count=100,1,0,25010.39949999904,25010.39949999904,25010.39949999904,25010.39949999904,1170.0,0.00654915718479559,0.0,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,/products/search?search_string=Elite&count=100,1,1,42776.42540000306,42776.42540000306,42776.42540000306,42776.42540000306,21.0,0.00654915718479559,0.00654915718479559,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000
GET,/products/search?search_string=Engine&count=100,1,0,4803.135800000746,4803.135800000746,4803.135800000746,4803.135800000746,45310.0,0.00654915718479559,0.0,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800
GET,/products/search?search_string=Enterprise&count=100,2,0,15250.811299996712,16060.959099999309,15250.811299996712,16871.106900001905,20813.0,0.01309831436959118,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Entertainment&count=100,1,0,16718.621700001677,16718.621700001677,16718.621700001677,16718.621700001677,64609.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Environmental&count=100,1,0,22111.88459999903,22111.88459999903,22111.88459999903,22111.88459999903,1329.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Equipment&count=100,1,0,7992.983699998149,7992.983699998149,7992.983699998149,7992.983699998149,5661.0,0.00654915718479559,0.0,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/products/search?search_string=Eureka&count=100,1,0,87603.36649999954,87603.36649999954,87603.36649999954,87603.36649999954,30179.0,0.00654915718479559,0.0,88000,88000,88000,88000,88000,88000,88000,88000,88000,88000,88000
GET,/products/search?search_string=EuroGraphics&count=100,1,0,5260.065700000268,5260.065700000268,5260.065700000268,5260.065700000268,31933.0,0.00654915718479559,0.0,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300
GET,/products/search?search_string=Excellerations&count=100,1,0,13966.252199999872,13966.252199999872,13966.252199999872,13966.252199999872,5635.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Expansion&count=100,1,0,15719.230000002426,15719.230000002426,15719.230000002426,15719.230000002426,45505.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=Expansion:&count=100,1,0,87033.49530000196,87033.49530000196,87033.49530000196,87033.49530000196,2145.0,0.00654915718479559,0.0,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Eyes&count=100,2,1,2713.863900000433,5757.190450000053,2713.863900000433,8800.516999999672,11258.0,0.01309831436959118,0.00654915718479559,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800
GET,/products/search?search_string=FIVB&count=100,1,1,42781.58889999759,42781.58889999759,42781.58889999759,42781.58889999759,21.0,0.00654915718479559,0.00654915718479559,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000
GET,/products/search?search_string=FREEing&count=100,1,0,13842.837500000314,13842.837500000314,13842.837500000314,13842.837500000314,6387.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=FX&count=100,1,0,20590.545400002156,20590.545400002156,20590.545400002156,20590.545400002156,21493.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=Factory&count=100,2,0,13482.011500000226,41050.53344999942,13482.011500000226,68619.05539999862,30765.0,0.01309831436959118,0.0,69000,69000,69000,69000,69000,69000,69000,69000,69000,69000,69000
GET,/products/search?search_string=Facts&count=100,1,0,15665.469499999745,15665.469499999745,15665.469499999745,15665.469499999745,5434.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=Family&count=100,3,1,36000.0,31704.259499999655,20191.584299998794,39211.60779999991,57445.666666666664,0.01964747155438677,0.00654915718479559,36000,36000,39000,39000,39000,39000,39000,39000,39000,39000,39000
GET,/products/search?search_string=Fantasy&count=100,1,1,2729.2110999987926,2729.2110999987926,2729.2110999987926,2729.2110999987926,21.0,0.00654915718479559,0.00654915718479559,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/products/search?search_string=Felt&count=100,1,0,33812.00389999867,33812.00389999867,33812.00389999867,33812.00389999867,16347.0,0.00654915718479559,0.0,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
GET,/products/search?search_string=Fengriff&count=100,1,0,29964.786099997582,29964.786099997582,29964.786099997582,29964.786099997582,1443.0,0.00654915718479559,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,/products/search?search_string=FiGPiN&count=100,1,0,38493.780400000105,38493.780400000105,38493.780400000105,38493.780400000105,3038.0,0.00654915718479559,0.0,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Fifer&count=100,1,0,10735.041100000672,10735.041100000672,10735.041100000672,10735.041100000672,2126.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/products/search?search_string=Fighter&count=100,1,0,73170.02209999919,73170.02209999919,73170.02209999919,73170.02209999919,30600.0,0.00654915718479559,0.0,73000,73000,73000,73000,73000,73000,73000,73000,73000,73000,73000
GET,/products/search?search_string=Figure&count=100,2,0,19302.927400000044,21667.395550000947,19302.927400000044,24031.86370000185,120215.0,0.01309831436959118,0.0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,"/products/search?search_string=Figure,&count=100",2,1,9244.737500001065,23454.159250000885,9244.737500001065,37663.581000000704,57724.5,0.01309831436959118,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Figurines&count=100,1,0,16341.063899999426,16341.063899999426,16341.063899999426,16341.063899999426,14030.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=Fine&count=100,1,0,16307.697500000359,16307.697500000359,16307.697500000359,16307.697500000359,22814.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=Fire&count=100,1,0,12450.9951,12450.9951,12450.9951,12450.9951,74561.0,0.00654915718479559,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/products/search?search_string=Firefighter&count=100,1,0,17096.32650000276,17096.32650000276,17096.32650000276,17096.32650000276,7400.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=First&count=100,2,0,10044.937399998162,13430.115649998697,10044.937399998162,16815.293899999233,101370.0,0.01309831436959118,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Fish&count=100,2,0,8100.0,9630.384699999922,8061.7929,11198.976499999844,133323.0,0.01309831436959118,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/products/search?search_string=Flesh&count=100,1,0,29900.62939999916,29900.62939999916,29900.62939999916,29900.62939999916,2322.0,0.00654915718479559,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,/products/search?search_string=Float&count=100,1,0,5703.391700000793,5703.391700000793,5703.391700000793,5703.391700000793,83440.0,0.00654915718479559,0.0,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700
GET,"/products/search?search_string=Float,&count=100",2,1,11000.0,11872.108150000713,10970.832300001348,12773.384000000078,9273.0,0.01309831436959118,0.00654915718479559,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/products/search?search_string=Floor&count=100,1,1,49274.00309999939,49274.00309999939,49274.00309999939,49274.00309999939,21.0,0.00654915718479559,0.00654915718479559,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000
GET,/products/search?search_string=Flower&count=100,1,0,41662.867999999435,41662.867999999435,41662.867999999435,41662.867999999435,75279.0,0.00654915718479559,0.0,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000
GET,"/products/search?search_string=Flutes,&count=100",1,0,11449.202600000717,11449.202600000717,11449.202600000717,11449.202600000717,1120.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/products/search?search_string=Flyos&count=100,1,0,18710.968800001865,18710.968800001865,18710.968800001865,18710.968800001865,1627.0,0.00654915718479559,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/products/search?search_string=Foam&count=100,1,0,21640.134499997657,21640.134499997657,21640.134499997657,21640.134499997657,86908.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
