Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/products/search?search_string=Foosball&count=100,1,0,5701.632100001007,5701.632100001007,5701.632100001007,5701.632100001007,10228.0,0.00654915718479559,0.0,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700
GET,/products/search?search_string=Footboard&count=100,1,0,9335.523900001135,9335.523900001135,9335.523900001135,9335.523900001135,1045.0,0.00654915718479559,0.0,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300
GET,/products/search?search_string=Forces&count=100,1,1,16931.505199998355,16931.505199998355,16931.505199998355,16931.505199998355,21.0,0.00654915718479559,0.00654915718479559,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Fork&count=100,1,0,10123.858800001472,10123.858800001472,10123.858800001472,10123.858800001472,6543.0,0.00654915718479559,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/products/search?search_string=Fortnite&count=100,2,0,14009.161400001176,26274.55490000102,14009.161400001176,38539.94840000087,24294.0,0.01309831436959118,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
GET,/products/search?search_string=Fortune&count=100,1,0,5592.52529999867,5592.52529999867,5592.52529999867,5592.52529999867,6900.0,0.00654915718479559,0.0,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
GET,/products/search?search_string=Forum&count=100,5,1,22000.0,34199.87093999953,8870.227299998078,87443.75270000091,73944.2,0.03274578592397795,0.00654915718479559,22000,38000,38000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Forward&count=100,1,0,13765.459400001419,13765.459400001419,13765.459400001419,13765.459400001419,2370.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Fossilization&count=100,1,0,19718.925500001205,19718.925500001205,19718.925500001205,19718.925500001205,1030.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/products/search?search_string=Fox&count=100,1,0,21017.027699999744,21017.027699999744,21017.027699999744,21017.027699999744,28866.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=Franklin&count=100,1,0,15875.168900001881,15875.168900001881,15875.168900001881,15875.168900001881,10301.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/products/search?search_string=French&count=100,2,0,25251.40680000186,46934.135049999895,25251.40680000186,68616.86329999793,14901.0,0.01309831436959118,0.0,69000,69000,69000,69000,69000,69000,69000,69000,69000,69000,69000
GET,/products/search?search_string=Full&count=100,1,0,68501.35809999847,68501.35809999847,68501.35809999847,68501.35809999847,123965.0,0.00654915718479559,0.0,69000,69000,69000,69000,69000,69000,69000,69000,69000,69000,69000
GET,/products/search?search_string=Fun&count=100,4,1,20000.0,25604.826474998845,8006.750099997589,39629.20099999974,82022.25,0.02619662873918236,0.00654915718479559,34000,34000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,/products/search?search_string=Furniture&count=100,1,0,12637.481199999456,12637.481199999456,12637.481199999456,12637.481199999456,57675.0,0.00654915718479559,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/products/search?search_string=GEENNY&count=100,1,0,14958.319100001972,14958.319100001972,14958.319100001972,14958.319100001972,1235.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,"/products/search?search_string=Galland,&count=100",1,1,28321.166099998663,28321.166099998663,28321.166099998663,28321.166099998663,21.0,0.00654915718479559,0.00654915718479559,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
GET,/products/search?search_string=Game&count=100,6,2,14000.0,16372.028699999646,8904.900599998655,28390.29819999996,79203.0,0.03929494310877354,0.01309831436959118,15000,15000,17000,17000,28000,28000,28000,28000,28000,28000,28000
GET,"/products/search?search_string=Game,&count=100",1,0,14415.329600000405,14415.329600000405,14415.329600000405,14415.329600000405,52783.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Games&count=100,2,0,6624.260499997035,10816.716399998768,6624.260499997035,15009.1723000005,112062.0,0.01309831436959118,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Gamma&count=100,2,0,15194.102499997825,51113.36029999802,15194.102499997825,87032.61809999822,5294.0,0.01309831436959118,0.0,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Garden&count=100,1,0,9440.124000000651,9440.124000000651,9440.124000000651,9440.124000000651,49549.0,0.00654915718479559,0.0,9400,9400,9400,9400,9400,9400,9400,9400,9400,9400,9400
GET,/products/search?search_string=Gear&count=100,1,0,8788.206199998967,8788.206199998967,8788.206199998967,8788.206199998967,81236.0,0.00654915718479559,0.0,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800
GET,/products/search?search_string=Gemstones&count=100,1,1,42703.31710000028,42703.31710000028,42703.31710000028,42703.31710000028,21.0,0.00654915718479559,0.00654915718479559,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000
GET,/products/search?search_string=GeoSafari&count=100,1,0,44814.76820000171,44814.76820000171,44814.76820000171,44814.76820000171,3479.0,0.00654915718479559,0.0,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
GET,/products/search?search_string=German&count=100,1,0,68424.50449999887,68424.50449999887,68424.50449999887,68424.50449999887,15507.0,0.00654915718479559,0.0,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000
GET,/products/search?search_string=Ghoul&count=100,1,0,15184.05139999959,15184.05139999959,15184.05139999959,15184.05139999959,1874.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Giant&count=100,2,0,16000.0,26441.222400000697,15803.363700000773,37079.08110000062,56212.0,0.01309831436959118,0.0,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,"/products/search?search_string=Gifts,&count=100",1,0,19326.310399999784,19326.310399999784,19326.310399999784,19326.310399999784,9587.0,0.00654915718479559,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/products/search?search_string=Girl&count=100,3,1,22000.0,24843.313400000625,18920.18100000132,33428.51530000189,100543.66666666667,0.01964747155438677,0.00654915718479559,22000,22000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,/products/search?search_string=Girls'&count=100,1,0,9759.936099999322,9759.936099999322,9759.936099999322,9759.936099999322,23585.0,0.00654915718479559,0.0,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800
GET,/products/search?search_string=Glitter&count=100,1,0,9642.105899998569,9642.105899998569,9642.105899998569,9642.105899998569,91285.0,0.00654915718479559,0.0,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600
GET,/products/search?search_string=Globber&count=100,1,0,7944.7889999973995,7944.7889999973995,7944.7889999973995,7944.7889999973995,1671.0,0.00654915718479559,0.0,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900
GET,"/products/search?search_string=Gloves,&count=100",1,0,76188.84930000058,76188.84930000058,76188.84930000058,76188.84930000058,1117.0,0.00654915718479559,0.0,76000,76000,76000,76000,76000,76000,76000,76000,76000,76000,76000
GET,/products/search?search_string=Gobber&count=100,1,0,12748.741600000358,12748.741600000358,12748.741600000358,12748.741600000358,1468.0,0.00654915718479559,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/products/search?search_string=Gogo's&count=100,1,0,7978.634300001431,7978.634300001431,7978.634300001431,7978.634300001431,914.0,0.00654915718479559,0.0,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/products/search?search_string=Gold&count=100,1,1,76837.91679999922,76837.91679999922,76837.91679999922,76837.91679999922,21.0,0.00654915718479559,0.00654915718479559,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
GET,/products/search?search_string=Grade&count=100,1,0,21189.0650000023,21189.0650000023,21189.0650000023,21189.0650000023,48973.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=Gras&count=100,1,0,21399.68129999761,21399.68129999761,21399.68129999761,21399.68129999761,21839.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,"/products/search?search_string=Gray,&count=100",1,0,3546.3335999993433,3546.3335999993433,3546.3335999993433,3546.3335999993433,6704.0,0.00654915718479559,0.0,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
GET,/products/search?search_string=Green&count=100,4,1,16000.0,32985.14902500028,8301.136300000508,87035.76590000011,86379.75,0.02619662873918236,0.00654915718479559,21000,21000,87000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Greetings&count=100,1,0,7995.182300001034,7995.182300001034,7995.182300001034,7995.182300001034,33235.0,0.00654915718479559,0.0,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,"/products/search?search_string=Greetings,&count=100",1,1,42471.32220000276,42471.32220000276,42471.32220000276,42471.32220000276,21.0,0.00654915718479559,0.00654915718479559,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000
GET,/products/search?search_string=Gt&count=100,1,0,33729.408199997124,33729.408199997124,33729.408199997124,33729.408199997124,117113.0,0.00654915718479559,0.0,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
GET,/products/search?search_string=H520-G&count=100,1,1,17862.151000001177,17862.151000001177,17862.151000001177,17862.151000001177,21.0,0.00654915718479559,0.00654915718479559,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000
GET,/products/search?search_string=HO&count=100,1,0,33431.78149999949,33431.78149999949,33431.78149999949,33431.78149999949,119333.0,0.00654915718479559,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,/products/search?search_string=Hair&count=100,1,1,14098.240799998166,14098.240799998166,14098.240799998166,14098.240799998166,21.0,0.00654915718479559,0.00654915718479559,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Hallmark&count=100,1,0,14401.174300001003,14401.174300001003,14401.174300001003,14401.174300001003,6307.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Hand&count=100,3,1,9800.0,33667.389866665566,3727.5688000008813,87456.61659999678,88914.33333333333,0.01964747155438677,0.00654915718479559,9800,9800,87000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Hands&count=100,1,0,19894.60060000056,19894.60060000056,19894.60060000056,19894.60060000056,16770.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/products/search?search_string=Hape&count=100,1,0,11559.295600000041,11559.295600000041,11559.295600000041,11559.295600000041,132016.0,0.00654915718479559,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,"/products/search?search_string=Hat,&count=100",1,0,8686.374900000374,8686.374900000374,8686.374900000374,8686.374900000374,6768.0,0.00654915718479559,0.0,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700
GET,/products/search?search_string=Hauck&count=100,1,1,36205.96289999958,36205.96289999958,36205.96289999958,36205.96289999958,21.0,0.00654915718479559,0.00654915718479559,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
GET,/products/search?search_string=Hauler&count=100,1,1,37888.140200000635,37888.140200000635,37888.140200000635,37888.140200000635,21.0,0.00654915718479559,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Headband&count=100,1,0,13144.465699999273,13144.465699999273,13144.465699999273,13144.465699999273,12292.0,0.00654915718479559,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/products/search?search_string=Hearts&count=100,1,0,9644.627800000308,9644.627800000308,9644.627800000308,9644.627800000308,21978.0,0.00654915718479559,0.0,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600
GET,/products/search?search_string=High&count=100,3,1,20000.0,23988.77260000154,14936.104899999918,36647.83720000196,59226.333333333336,0.01964747155438677,0.00654915718479559,20000,20000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,/products/search?search_string=Hobby&count=100,1,0,20320.912600000156,20320.912600000156,20320.912600000156,20320.912600000156,51531.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/products/search?search_string=HobbyZone&count=100,1,0,15090.381999998499,15090.381999998499,15090.381999998499,15090.381999998499,3003.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Holsteiner&count=100,1,0,41873.732399999426,41873.732399999426,41873.732399999426,41873.732399999426,823.0,0.00654915718479559,0.0,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000
GET,/products/search?search_string=Hooded&count=100,1,1,20704.756899998756,20704.756899998756,20704.756899998756,20704.756899998756,21.0,0.00654915718479559,0.00654915718479559,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=Hook&count=100,1,1,37654.25479999976,37654.25479999976,37654.25479999976,37654.25479999976,21.0,0.00654915718479559,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Hope&count=100,1,1,37665.79189999902,37665.79189999902,37665.79189999902,37665.79189999902,21.0,0.00654915718479559,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Hornet&count=100,1,0,21633.9638999998,21633.9638999998,21633.9638999998,21633.9638999998,3517.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Horse&count=100,1,0,96055.15279999963,96055.15279999963,96055.15279999963,96055.15279999963,77481.0,0.00654915718479559,0.0,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000
GET,/products/search?search_string=Hot&count=100,2,0,17000.0,19237.499650002064,16813.89780000245,21661.101500001678,127968.0,0.01309831436959118,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Hover&count=100,1,0,12621.59569999858,12621.59569999858,12621.59569999858,12621.59569999858,96499.0,0.00654915718479559,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,"/products/search?search_string=Hovershoes,&count=100",1,0,41925.90019999989,41925.90019999989,41925.90019999989,41925.90019999989,1801.0,0.00654915718479559,0.0,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000
GET,/products/search?search_string=Hovertrax&count=100,1,0,27271.935199998552,27271.935199998552,27271.935199998552,27271.935199998552,24737.0,0.00654915718479559,0.0,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
